, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Inbound, Label
343,17,1,2,0,458.0,0.0,1,6
535,6,1016,4,0,123.0,0.0,0,0
780,17,37195,200,0,88000.0,0.0,1,1
940,6,1,2,0,0.0,0.0,1,2
189,17,1,2,0,750.0,0.0,1,3
572,17,61690,200,0,88000.0,0.0,1,1
317,17,216627,6,0,2178.0,0.0,1,3
449,6,2,2,0,0.0,0.0,0,0
848,17,48,2,0,888.0,0.0,1,4
675,17,2,2,0,884.0,0.0,1,4
407,17,48,2,0,458.0,0.0,1,6
766,6,50,2,0,0.0,0.0,1,2
743,17,1,2,0,1170.0,0.0,1,4
523,6,49,2,0,0.0,0.0,1,2
26,17,49,2,0,458.0,0.0,1,6
31,17,2,2,0,2944.0,0.0,1,7
771,17,34595,2,2,184.0,298.0,0,0
597,6,117343377,18,0,0.0,0.0,1,2
405,17,2,2,0,2944.0,0.0,1,7
57,6,103,1,2,0.0,0.0,1,5
576,17,89427,200,0,88000.0,0.0,1,1
745,17,109892,2,2,74.0,106.0,0,0
743,17,989087,20,0,7242.0,0.0,1,3
150,17,1,2,0,750.0,0.0,1,3
207,17,2,2,0,2944.0,0.0,1,7
801,17,1,2,0,458.0,0.0,1,6
152,17,2,2,0,2944.0,0.0,1,7
222,6,116229614,18,0,0.0,0.0,1,2
908,17,1,2,0,880.0,0.0,0,1
624,17,47,2,0,424.0,0.0,1,6
95,6,161,1,2,0.0,0.0,1,0
244,6,118,1,2,0.0,0.0,0,5
453,17,110267,4,0,1446.0,0.0,1,3
590,17,42271,200,0,88000.0,0.0,1,1
732,6,100,1,2,0.0,0.0,0,5
765,6,157270,4,2,0.0,0.0,1,5
602,17,1,2,0,2778.0,0.0,1,7
675,6,116087767,16,0,0.0,0.0,1,2
254,17,1,2,0,2654.0,0.0,1,7
709,6,110943094,10,2,0.0,0.0,1,2
259,17,1,2,0,458.0,0.0,1,6
272,6,10244339,5,2,0.0,0.0,1,5
172,17,3,2,0,2944.0,0.0,1,7
85,17,1,2,0,458.0,0.0,1,6
435,6,2493756,21,24,1458.0,2834.0,1,5
210,6,102,1,2,0.0,0.0,1,5
512,17,1,2,0,458.0,0.0,1,6
312,6,127,1,1,0.0,0.0,1,5
618,17,255,6,0,2640.0,0.0,0,1
866,6,120,2,2,0.0,0.0,1,5
548,6,1,2,0,31.0,0.0,0,0
382,17,2,2,0,2944.0,0.0,1,4
339,6,118912805,22,4,0.0,0.0,1,2
885,6,1,2,0,0.0,0.0,1,2
728,6,131,1,2,0.0,0.0,1,5
996,6,123,1,2,0.0,0.0,0,5
924,17,3,2,0,2928.0,0.0,1,7
175,6,117352739,44,45,11722.0,7598.0,0,0
64,17,20602,2,2,72.0,208.0,0,0
945,17,77486,200,0,88000.0,0.0,1,1
231,17,43003,200,0,88000.0,0.0,1,1
946,17,1,2,0,458.0,0.0,1,6
468,17,985514,20,0,7242.0,0.0,1,3
946,17,20708,2,2,70.0,126.0,0,0
778,17,3,2,0,2944.0,0.0,1,7
10,17,48900,200,0,88000.0,0.0,1,1
355,6,1,2,0,0.0,0.0,1,2
886,17,3,2,0,2944.0,0.0,1,1
438,17,200,4,0,1760.0,0.0,0,1
464,17,1,2,0,1354.0,0.0,1,4
27,17,1,2,0,810.0,0.0,1,4
359,17,46314,200,0,88000.0,0.0,1,1
713,17,1,2,0,458.0,0.0,1,6
509,6,1,2,0,0.0,0.0,1,2
699,6,7331295,2,8,0.0,0.0,0,0
366,17,1,2,0,898.0,0.0,1,4
891,17,37332,200,0,88000.0,0.0,1,1
405,17,1,2,0,818.0,0.0,1,4
608,6,119183960,14,2,0.0,0.0,1,2
50,17,45035,2,2,84.0,116.0,0,0
642,6,149,1,2,0.0,0.0,1,5
950,17,1,2,0,824.0,0.0,1,4
831,17,2,2,0,2944.0,0.0,1,7
69,17,2,2,0,2944.0,0.0,1,7
577,17,1,2,0,458.0,0.0,1,6
221,6,139,1,1,0.0,0.0,0,5
75,6,113001934,14,0,0.0,0.0,1,2
83,6,136,1,2,0.0,0.0,0,5
740,17,1,2,0,802.0,0.0,1,3
706,6,118737074,16,2,0.0,0.0,1,2
518,17,2,2,0,2732.0,0.0,1,7
176,17,48,2,0,458.0,0.0,1,6
750,6,113,2,2,0.0,0.0,1,2
409,17,1,2,0,458.0,0.0,1,6
254,17,1,2,0,1280.0,0.0,1,4
59,6,55344,1,3,0.0,0.0,0,0
241,6,383736,13,12,1604.0,20990.0,0,0
804,17,2,2,0,2944.0,0.0,1,1
491,6,117,1,2,0.0,0.0,1,0
69,17,1,2,0,1416.0,0.0,1,4
68,17,46,2,0,1542.0,0.0,1,4
358,17,20656,2,2,62.0,94.0,0,0
187,17,1,2,0,458.0,0.0,1,6
843,17,1,2,0,1052.0,0.0,1,4
733,17,1,2,0,1104.0,0.0,1,4
473,17,2,2,0,2944.0,0.0,1,7
547,6,1,2,0,31.0,0.0,0,0
221,17,1,2,0,422.0,0.0,1,6
586,17,37212,200,0,88000.0,0.0,1,1
128,17,1,2,0,458.0,0.0,1,6
919,17,41675,200,0,88000.0,0.0,1,1
708,17,2,2,0,2944.0,0.0,1,7
49,17,1,2,0,888.0,0.0,1,4
426,17,1,2,0,964.0,0.0,1,4
465,17,45,2,0,458.0,0.0,1,6
503,17,134569,200,0,88000.0,0.0,1,1
659,17,2,2,0,422.0,0.0,1,6
384,17,1,2,0,802.0,0.0,1,3
997,17,1,2,0,2458.0,0.0,1,7
310,6,109113998,16,2,0.0,0.0,1,2
569,6,4451793,9,6,1078.0,2146.0,1,5
67,6,118517945,16,0,0.0,0.0,1,2
950,17,2,2,0,2944.0,0.0,1,7
338,17,3,2,0,2944.0,0.0,1,7
832,6,219,1,1,0.0,0.0,1,5
316,17,20614,2,2,50.0,178.0,0,0
144,17,106477,4,0,1398.0,0.0,1,3
682,17,1,2,0,458.0,0.0,1,6
956,6,172,1,1,0.0,0.0,0,5
277,6,103,2,2,0.0,0.0,1,2
43,17,1,2,0,766.0,0.0,1,3
483,6,93,2,2,0.0,0.0,1,5
979,17,1,2,0,750.0,0.0,1,3
854,17,0,2,0,786.0,0.0,1,3
282,6,1,2,0,0.0,0.0,1,2
792,6,1126535,5,2,0.0,0.0,1,5
526,17,1,2,0,1192.0,0.0,1,4
461,17,107593,4,0,1438.0,0.0,1,3
472,17,1,2,0,458.0,0.0,1,6
38,6,119,1,2,0.0,0.0,1,5
443,17,2,2,0,2944.0,0.0,1,7
774,17,3,2,0,1040.0,0.0,0,1
494,17,1,2,0,458.0,0.0,1,6
781,17,2,2,0,2702.0,0.0,1,7
397,17,1,2,0,806.0,0.0,1,4
704,17,1,2,0,458.0,0.0,1,6
727,6,195,1,1,0.0,0.0,0,5
912,17,1,2,0,888.0,0.0,1,4
566,17,1,2,0,458.0,0.0,1,6
324,6,48,2,0,0.0,0.0,1,2
706,17,29443,200,0,88000.0,0.0,1,1
191,17,50,2,0,738.0,0.0,1,3
559,6,4,3,0,0.0,0.0,1,0
451,17,1,2,0,458.0,0.0,1,6
633,17,31292,200,0,88000.0,0.0,1,1
576,6,132,1,2,0.0,0.0,1,0
460,17,1,2,0,802.0,0.0,1,3
199,17,1,2,0,850.0,0.0,1,4
5,17,2,2,0,2474.0,0.0,1,7
95,17,1,2,0,458.0,0.0,1,6
10,17,1,2,0,458.0,0.0,1,6
41,17,1,2,0,826.0,0.0,1,4
60,6,1,2,0,0.0,0.0,1,2
625,6,120,1,2,0.0,0.0,0,5
581,17,56002,200,0,88000.0,0.0,1,1
517,17,48,2,0,458.0,0.0,1,6
144,6,5069515,14,9,1317.0,6124.0,0,0
402,17,1,2,0,458.0,0.0,1,6
431,6,1,2,0,31.0,0.0,0,0
578,17,108991,4,0,1438.0,0.0,1,3
35,17,1,2,0,914.0,0.0,1,4
824,17,2,2,0,1164.0,0.0,1,4
543,17,52983,200,0,88000.0,0.0,1,1
881,6,9028805,6,0,0.0,0.0,1,0
253,6,98179508,12,2,0.0,0.0,1,2
764,17,1,2,0,494.0,0.0,1,6
747,17,3,2,0,2944.0,0.0,1,7
100,17,1,2,0,458.0,0.0,1,6
918,17,1,2,0,810.0,0.0,1,4
451,6,2,1,2,0.0,0.0,0,5
562,17,2,2,0,2944.0,0.0,1,7
87,17,81826,200,0,88000.0,0.0,1,1
842,6,1,2,0,0.0,0.0,1,2
129,6,1,2,0,0.0,0.0,1,2
922,6,2042336,21,24,1426.0,2834.0,1,5
785,17,1,2,0,422.0,0.0,1,6
555,17,108936,4,0,1438.0,0.0,1,3
769,17,1,2,0,996.0,0.0,1,4
550,17,880569,18,0,6600.0,0.0,1,3
938,17,2,2,0,458.0,0.0,1,6
285,17,329999,8,0,3006.0,0.0,1,3
551,17,1,2,0,458.0,0.0,1,6
554,6,193,1,2,0.0,0.0,1,0
849,6,117220883,32,31,2878.0,9928.0,0,0
156,6,141,1,1,0.0,0.0,1,5
746,17,1,2,0,494.0,0.0,1,6
594,17,2,2,0,2944.0,0.0,1,7
835,17,2,2,0,2944.0,0.0,1,7
376,17,1,2,0,458.0,0.0,1,6
873,17,3,2,0,2944.0,0.0,1,7
15,6,119743393,37,42,17768.0,2628.0,0,0
705,17,1,2,0,458.0,0.0,1,6
970,17,3,2,0,330.0,0.0,1,1
596,17,1,2,0,888.0,0.0,1,4
395,6,1,2,0,0.0,0.0,1,2
100,17,3,2,0,2944.0,0.0,1,7
469,6,32459,1,1,0.0,0.0,0,0
904,17,1,2,0,458.0,0.0,1,6
580,17,2,2,0,2944.0,0.0,1,7
423,17,2,2,0,458.0,0.0,1,6
188,17,1,2,0,458.0,0.0,1,6
865,6,318,1,3,0.0,0.0,1,0
200,17,20663,2,2,62.0,164.0,0,0
108,17,45629,2,2,154.0,410.0,0,0
82,17,1,2,0,766.0,0.0,1,3
733,17,1,2,0,802.0,0.0,1,3
204,6,1,2,0,0.0,0.0,1,2
684,6,197,1,1,0.0,0.0,0,5
889,17,1,2,0,914.0,0.0,1,4
664,17,38616,200,0,88000.0,0.0,1,1
481,17,1,2,0,1008.0,0.0,1,4
673,17,30805,200,0,88000.0,0.0,1,1
378,17,104821,4,0,1398.0,0.0,1,3
384,6,28045,1,1,0.0,0.0,0,0
166,17,2,2,0,494.0,0.0,1,6
514,0,48547841,24,0,0.0,0.0,0,0
656,17,44789,200,0,88000.0,0.0,1,1
277,17,58827,200,0,88000.0,0.0,1,1
709,17,2,2,0,458.0,0.0,1,6
825,17,49,2,0,1002.0,0.0,1,4
663,17,2,2,0,880.0,0.0,1,4
555,17,1,2,0,806.0,0.0,1,4
217,6,5381133,12,9,1796.0,4290.0,1,5
650,17,108761,4,0,1398.0,0.0,1,3
438,6,1,2,0,31.0,0.0,0,0
897,17,1,2,0,458.0,0.0,1,6
714,6,56298,1,3,0.0,0.0,0,0
615,17,48,2,0,910.0,0.0,1,4
995,17,2,2,0,2944.0,0.0,1,7
399,17,3,2,0,2944.0,0.0,1,7
963,17,20735,2,2,72.0,104.0,0,0
67,6,7242540,2,8,0.0,0.0,0,0
132,6,200,1,1,0.0,0.0,1,5
521,17,1,2,0,458.0,0.0,1,6
771,17,3,2,0,2944.0,0.0,1,7
307,17,2,2,0,458.0,0.0,1,6
536,6,1,2,0,0.0,0.0,1,2
977,6,110139,4,0,0.0,0.0,1,2
958,17,2,2,0,2944.0,0.0,1,7
24,17,1,2,0,458.0,0.0,1,6
817,17,2,2,0,2944.0,0.0,1,7
102,6,116,1,2,0.0,0.0,0,5
587,6,4759713,9,6,1116.0,2146.0,1,5
224,6,122,1,2,0.0,0.0,1,5
337,6,259,1,2,0.0,0.0,1,5
437,6,99468180,14,2,0.0,0.0,1,2
173,6,179,1,1,0.0,0.0,1,5
141,17,58582,200,0,88000.0,0.0,1,1
962,17,3,2,0,2944.0,0.0,1,1
385,17,43929,200,0,88000.0,0.0,1,1
906,17,110298,4,0,1446.0,0.0,1,3
656,17,1,2,0,894.0,0.0,1,4
909,17,2,2,0,2738.0,0.0,1,7
758,17,1,2,0,458.0,0.0,1,6
174,17,1,2,0,458.0,0.0,1,6
499,17,1,2,0,976.0,0.0,1,4
451,17,2,2,0,810.0,0.0,1,4
283,6,155,1,1,0.0,0.0,1,5
353,6,1,2,0,0.0,0.0,1,2
915,6,118975267,18,2,0.0,0.0,1,2
776,17,1,2,0,802.0,0.0,1,3
791,17,1,2,0,892.0,0.0,1,4
667,17,36187,200,0,88000.0,0.0,1,1
614,6,49,2,0,0.0,0.0,1,2
294,17,1,2,0,1100.0,0.0,1,4
426,17,1,2,0,458.0,0.0,1,6
405,17,216469,6,0,2088.0,0.0,1,3
799,6,1,2,0,0.0,0.0,1,2
597,17,43375,200,0,88000.0,0.0,1,1
538,6,107,1,2,0.0,0.0,1,5
984,17,62132110,4,4,166.0,378.0,0,0
938,6,1,2,0,0.0,0.0,1,2
590,17,1,2,0,458.0,0.0,1,6
489,17,1,2,0,864.0,0.0,1,4
357,6,117190491,16,4,0.0,0.0,1,2
88,6,5096953,8,7,1110.0,2146.0,1,5
864,17,2,2,0,2944.0,0.0,1,7
735,17,33140,200,0,88000.0,0.0,1,1
185,6,1,2,0,0.0,0.0,1,2
356,6,11114842,5,2,0.0,0.0,1,5
167,17,1,2,0,458.0,0.0,1,6
197,17,74949,200,0,88000.0,0.0,1,1
0,6,115799309,19,2,0.0,0.0,1,2
663,6,100,2,2,0.0,0.0,1,2
473,17,1,2,0,766.0,0.0,1,3
61,6,6951305,12,9,1690.0,4290.0,1,5
330,17,1,2,0,458.0,0.0,1,6
484,6,1,2,0,0.0,0.0,1,2
729,17,32892,200,0,88000.0,0.0,1,1
746,6,110172378,16,0,0.0,0.0,1,2
164,6,120,1,2,0.0,0.0,0,5
506,6,1587007,2,2,0.0,0.0,0,5
526,17,2,2,0,2944.0,0.0,1,7
4,17,2,2,0,2944.0,0.0,1,7
122,17,1,2,0,766.0,0.0,1,3
346,17,3,2,0,2944.0,0.0,1,7
478,17,1,2,0,818.0,0.0,1,4
755,17,1,2,0,880.0,0.0,0,1
409,17,660149,14,0,5154.0,0.0,1,3
795,17,2,2,0,2944.0,0.0,1,7
605,17,2,2,0,880.0,0.0,0,1
922,6,1,2,0,0.0,0.0,1,2
35,17,219817,6,0,2204.0,0.0,1,3
629,17,1,2,0,968.0,0.0,1,4
711,17,27639,200,0,88000.0,0.0,1,1
41,17,29086,200,0,88000.0,0.0,1,1
20,17,5,2,0,2944.0,0.0,1,7
981,17,1,2,0,1236.0,0.0,1,4
63,6,106917224,8,0,0.0,0.0,1,2
126,6,1,2,0,0.0,0.0,1,2
257,17,1,2,0,458.0,0.0,1,6
93,6,87,1,2,0.0,0.0,1,5
605,6,101054767,12,2,0.0,0.0,1,2
985,6,1,2,0,0.0,0.0,1,2
628,6,49,2,0,0.0,0.0,1,2
659,17,1,2,0,766.0,0.0,1,3
667,17,110127,4,0,1446.0,0.0,1,3
401,17,1,2,0,898.0,0.0,1,4
676,17,3,2,0,2944.0,0.0,1,7
300,17,2,2,0,2944.0,0.0,1,7
730,17,1,2,0,786.0,0.0,1,3
578,6,91300,1,1,0.0,0.0,0,0
564,17,1,2,0,1150.0,0.0,1,4
647,17,1,2,0,458.0,0.0,1,6
666,6,96,1,2,0.0,0.0,1,5
582,6,221156,1,2,0.0,0.0,0,5
250,17,1,2,0,2730.0,0.0,1,7
291,17,2,2,0,422.0,0.0,1,6
833,6,1,2,0,0.0,0.0,1,2
702,17,1,2,0,870.0,0.0,1,4
749,17,85833,200,0,88000.0,0.0,1,1
474,17,2,2,0,458.0,0.0,1,6
416,17,48,2,0,926.0,0.0,1,4
205,6,106577783,14,2,0.0,0.0,1,2
288,17,2,2,0,458.0,0.0,1,6
570,17,1,2,0,458.0,0.0,1,6
220,17,2,2,0,2944.0,0.0,1,7
21,6,49,2,0,0.0,0.0,1,2
261,17,2,2,0,2944.0,0.0,1,7
598,17,47593,200,0,88000.0,0.0,1,1
703,17,30702,200,0,88000.0,0.0,1,1
288,17,3,2,0,2944.0,0.0,1,7
545,17,108868,4,0,1398.0,0.0,1,3
767,17,1,2,0,458.0,0.0,1,6
469,17,1,2,0,1118.0,0.0,1,4
633,6,1,2,0,0.0,0.0,1,2
324,6,88,1,2,0.0,0.0,1,5
117,17,1,2,0,458.0,0.0,1,6
4,6,95,1,2,0.0,0.0,1,5
222,17,1,2,0,1260.0,0.0,1,4
730,17,1,2,0,1488.0,0.0,1,4
365,6,1,2,0,0.0,0.0,1,2
737,17,1,2,0,928.0,0.0,1,4
554,17,45141,200,0,88000.0,0.0,1,1
273,6,1,2,0,0.0,0.0,1,2
215,17,36062,200,0,88000.0,0.0,1,1
787,17,1,2,0,494.0,0.0,1,6
980,17,440689,10,0,3744.0,0.0,1,3
742,17,1,2,0,1218.0,0.0,1,4
241,17,1,2,0,458.0,0.0,1,6
233,17,51625,200,0,88000.0,0.0,1,1
779,6,158644,28,43,2290.0,71450.0,0,0
268,6,1,2,0,0.0,0.0,1,2
248,6,193,1,1,0.0,0.0,1,5
341,17,1,2,0,458.0,0.0,1,6
133,17,2,2,0,2944.0,0.0,1,7
349,17,20598,2,2,84.0,204.0,0,0
525,17,47,2,0,880.0,0.0,1,4
53,17,79903821,400,0,176000.0,0.0,1,1
139,6,110,2,2,0.0,0.0,1,2
141,17,20629,2,2,62.0,424.0,0,0
475,17,1,2,0,1130.0,0.0,1,4
401,6,1,2,0,0.0,0.0,1,2
761,6,168,1,2,0.0,0.0,1,0
819,17,47423,2,2,76.0,188.0,0,0
244,17,1,2,0,458.0,0.0,1,6
209,6,1,2,0,0.0,0.0,1,2
732,17,29553,200,0,88000.0,0.0,1,1
810,17,1,2,0,2316.0,0.0,1,4
640,6,58569518,12,10,184.0,368.0,0,0
985,17,1,2,0,458.0,0.0,1,6
143,17,20649,2,2,70.0,286.0,0,0
587,17,3,2,0,2944.0,0.0,1,7
636,6,49,2,0,0.0,0.0,1,2
557,17,44307,200,0,88000.0,0.0,1,1
674,17,1,2,0,2478.0,0.0,1,7
216,17,1,2,0,2760.0,0.0,1,7
175,17,2,2,0,2928.0,0.0,1,7
823,17,1,2,0,458.0,0.0,1,6
157,6,1,2,0,0.0,0.0,1,2
319,6,1,2,0,0.0,0.0,1,2
8,6,112,1,2,0.0,0.0,0,5
959,17,3,2,0,2944.0,0.0,1,1
59,17,1,2,0,458.0,0.0,1,6
790,6,183,1,1,0.0,0.0,0,5
398,17,3,2,0,2944.0,0.0,1,7
997,6,190,1,1,0.0,0.0,1,5
637,6,2,2,0,473.0,0.0,1,5
725,17,1,2,0,854.0,0.0,1,4
169,6,131,1,1,0.0,0.0,1,5
6,17,31201,200,0,88000.0,0.0,1,1
101,17,20516,2,2,64.0,96.0,0,0
603,6,1,3,0,0.0,0.0,1,0
853,6,955,1,3,0.0,0.0,1,5
941,6,8867035,12,9,1602.0,4290.0,1,5
665,17,2,2,0,898.0,0.0,1,4
390,17,101824,200,0,88000.0,0.0,1,1
274,17,2,2,0,2944.0,0.0,1,7
65,6,1,2,0,0.0,0.0,1,2
789,17,108947,4,0,1438.0,0.0,1,3
588,17,37892,200,0,88000.0,0.0,1,1
32,6,501734,13,10,1510.0,12318.0,0,0
898,17,1,2,0,2764.0,0.0,1,7
827,17,61505,2,2,62.0,182.0,0,0
381,17,1,2,0,458.0,0.0,1,6
306,6,5383295,12,9,1762.0,4290.0,1,5
656,6,186,1,1,0.0,0.0,0,5
343,17,2,2,0,1456.0,0.0,1,4
158,17,2,2,0,2944.0,0.0,1,7
71,6,5047759,8,7,1110.0,2146.0,1,5
622,0,112907720,60,0,0.0,0.0,0,0
488,17,215307,6,0,2088.0,0.0,1,3
5,6,233,1,1,0.0,0.0,0,5
188,6,2295439,21,24,1426.0,2834.0,1,5
210,6,112213369,12,6,307.0,184.0,0,0
932,6,5500206,12,9,1918.0,4290.0,1,5
740,17,1,2,0,1510.0,0.0,1,4
484,17,1,2,0,458.0,0.0,1,6
623,17,23109,150,0,66000.0,0.0,1,1
1,6,12644252,5,2,0.0,0.0,1,5
928,17,47,2,0,802.0,0.0,1,3
579,17,1,2,0,422.0,0.0,1,6
744,6,123,1,2,0.0,0.0,0,5
219,17,1,2,0,458.0,0.0,1,6
701,17,2,2,0,458.0,0.0,1,6
201,17,75704,200,0,88000.0,0.0,1,1
148,17,1,2,0,422.0,0.0,1,6
341,17,108661,4,0,1398.0,0.0,1,3
323,6,218,1,1,0.0,0.0,0,5
453,17,1,2,0,458.0,0.0,1,6
895,17,1,2,0,766.0,0.0,1,3
35,6,224,1,1,0.0,0.0,0,5
781,17,45,2,0,750.0,0.0,1,3
128,17,48126,2,2,58.0,166.0,0,0
896,6,1,2,0,0.0,0.0,1,2
396,6,5006052,8,7,1438.0,2146.0,1,5
161,17,1,2,0,858.0,0.0,1,4
372,17,1,2,0,848.0,0.0,1,4
820,17,106731,4,0,1398.0,0.0,1,3
164,17,60117,200,0,88000.0,0.0,1,1
100,17,216673,6,0,2088.0,0.0,1,3
521,6,1,2,0,0.0,0.0,1,2
498,6,191,1,1,0.0,0.0,1,1
429,17,1,2,0,864.0,0.0,1,4
846,17,2,2,0,1218.0,0.0,1,4
359,17,20657,2,2,50.0,82.0,0,0
449,17,3,2,0,2736.0,0.0,1,7
383,17,1,2,0,458.0,0.0,1,6
450,17,207000,4,0,5888.0,0.0,1,7
99,17,1,2,0,766.0,0.0,1,3
979,6,111306392,14,2,0.0,0.0,1,2
38,17,1,2,0,458.0,0.0,1,6
753,6,82,1,2,0.0,0.0,0,5
75,17,1,2,0,840.0,0.0,1,4
986,17,1,2,0,926.0,0.0,1,4
778,17,39845,200,0,88000.0,0.0,1,1
339,6,115195493,31,28,896.0,1410.0,0,0
669,17,1,2,0,458.0,0.0,1,6
545,6,114850007,14,0,0.0,0.0,1,2
384,17,2,2,0,422.0,0.0,1,6
104,17,2,2,0,2928.0,0.0,1,7
476,6,164,1,1,0.0,0.0,0,5
237,17,69871,200,0,88000.0,0.0,1,1
435,6,4,3,0,0.0,0.0,1,0
249,17,69130,200,0,88000.0,0.0,1,1
739,17,39819,2,2,166.0,198.0,0,0
354,17,3,2,0,2944.0,0.0,1,7
105,17,1,2,0,786.0,0.0,1,3
272,6,1,2,0,0.0,0.0,1,2
598,17,2,2,0,2944.0,0.0,1,7
117,6,109518003,12,0,0.0,0.0,1,2
175,6,5477844,12,9,1658.0,4290.0,1,5
247,17,2,2,0,422.0,0.0,1,6
265,6,1,1,2,0.0,0.0,1,0
457,17,217119,200,0,88000.0,0.0,1,1
661,6,167,1,1,0.0,0.0,0,1
596,17,51139,200,0,88000.0,0.0,1,1
905,17,47787,200,0,88000.0,0.0,1,1
880,17,1,2,0,458.0,0.0,1,6
69,6,7204860,2,8,0.0,0.0,0,0
70,6,7204140,2,8,0.0,0.0,0,0
473,17,1,2,0,458.0,0.0,1,6
48,17,1,2,0,2754.0,0.0,1,7
807,17,80331,200,0,88000.0,0.0,1,1
248,6,111953651,14,2,0.0,0.0,1,2
0,0,119714230,49476,214,0.0,0.0,1,7
19,6,1,2,0,0.0,0.0,1,2
9,6,113085390,18,2,0.0,0.0,1,2
520,17,4,2,0,2462.0,0.0,1,7
27,17,2,2,0,2944.0,0.0,1,7
618,17,46714,2,2,90.0,122.0,0,0
268,17,1,2,0,458.0,0.0,1,6
106,17,1,2,0,2460.0,0.0,1,7
156,17,0,2,0,778.0,0.0,1,3
333,17,330077,8,0,3006.0,0.0,1,3
392,17,2,2,0,2560.0,0.0,1,4
381,17,36977,200,0,88000.0,0.0,1,1
611,6,107315415,20,6,0.0,0.0,1,2
305,17,3,2,0,2928.0,0.0,1,7
52,17,45282,2,2,88.0,396.0,0,0
570,17,106098,4,0,1438.0,0.0,1,3
2,17,1,2,0,458.0,0.0,1,6
901,17,2,2,0,750.0,0.0,1,3
431,17,1,2,0,458.0,0.0,1,6
964,17,20796,2,2,66.0,514.0,0,0
515,17,74861,200,0,88000.0,0.0,1,1
804,6,112164558,16,10,307.0,368.0,0,0
493,17,1,2,0,458.0,0.0,1,6
742,6,17129561,31,44,2750.0,4868.0,1,5
639,6,58601140,12,10,184.0,368.0,0,0
408,6,122,3,0,0.0,0.0,1,0
563,6,3,3,0,0.0,0.0,1,0
698,6,5015887,8,7,842.0,2146.0,1,5
379,17,2,2,0,2944.0,0.0,1,7
455,17,2,2,0,458.0,0.0,1,6
402,17,39460,200,0,88000.0,0.0,1,1
913,17,108945,4,0,1398.0,0.0,1,3
377,17,1,2,0,458.0,0.0,1,6
532,6,807,1,3,0.0,976.0,1,1
802,17,1,2,0,458.0,0.0,1,6
627,0,76505797,6,0,0.0,0.0,0,0
899,17,3,2,0,2944.0,0.0,1,1
608,17,1,2,0,914.0,0.0,1,4
660,17,20690,2,2,86.0,118.0,0,0
368,6,119973955,16,0,0.0,0.0,1,2
152,17,1,2,0,458.0,0.0,1,6
299,17,1,2,0,802.0,0.0,1,3
195,17,103617,200,0,88000.0,0.0,1,1
550,17,2,2,0,2944.0,0.0,1,7
18,17,1,2,0,530.0,0.0,1,6
827,17,1,2,0,458.0,0.0,1,6
579,17,2,2,0,2944.0,0.0,1,7
151,6,200,1,1,0.0,0.0,1,5
712,17,2,2,0,2944.0,0.0,1,7
662,17,2,2,0,854.0,0.0,1,4
392,17,1,2,0,750.0,0.0,1,3
195,6,391424,1,2,0.0,0.0,0,5
457,6,1,2,0,0.0,0.0,1,2
550,6,1,2,0,31.0,0.0,0,0
958,6,5488088,12,9,1788.0,4290.0,1,5
104,17,1,2,0,986.0,0.0,1,4
569,17,1,2,0,926.0,0.0,1,4
252,17,1,2,0,766.0,0.0,1,3
378,17,20712,2,2,154.0,310.0,0,0
63,17,1,2,0,766.0,0.0,1,3
779,17,50,2,0,816.0,0.0,1,4
372,17,2,2,0,2740.0,0.0,1,7
308,17,1,2,0,914.0,0.0,1,4
592,17,48,2,0,458.0,0.0,1,6
801,6,109181958,12,0,0.0,0.0,1,2
824,6,2886055,21,24,1458.0,2834.0,1,5
697,6,110489521,14,2,0.0,0.0,1,2
683,17,2,2,0,2944.0,0.0,1,7
626,6,95054588,21,20,20.0,0.0,0,0
235,6,11387545,5,2,0.0,0.0,1,5
676,17,2,2,0,458.0,0.0,1,6
319,17,20713,2,2,66.0,194.0,0,0
465,17,1,2,0,2630.0,0.0,1,7
654,17,3,2,0,2944.0,0.0,1,7
929,17,1,2,0,778.0,0.0,1,3
647,6,1115066,15,22,1424.0,37416.0,0,0
345,17,1,2,0,2672.0,0.0,1,4
828,17,20589,2,2,94.0,206.0,0,0
81,17,1,2,0,1240.0,0.0,1,4
791,17,109660,4,0,1446.0,0.0,1,3
32,17,1,2,0,878.0,0.0,1,4
377,6,4325180,9,6,1200.0,2146.0,1,5
214,17,105918,4,0,1438.0,0.0,1,3
389,17,2,2,0,2800.0,0.0,1,7
359,17,3,2,0,2928.0,0.0,1,7
879,6,131,1,1,0.0,0.0,0,5
170,6,132,1,2,0.0,0.0,0,5
560,6,192,1,2,0.0,0.0,1,0
214,17,1,2,0,1238.0,0.0,1,4
793,6,1,2,0,0.0,0.0,1,2
661,17,2,2,0,494.0,0.0,1,6
244,17,38893,200,0,88000.0,0.0,1,1
867,17,1,2,0,1006.0,0.0,1,4
529,17,49,2,0,458.0,0.0,1,6
194,6,966,1,3,0.0,0.0,1,5
15,6,1,2,0,0.0,0.0,1,2
781,17,1,2,0,458.0,0.0,1,6
595,6,108304645,18,0,0.0,0.0,1,2
840,6,724,1,3,0.0,0.0,1,5
159,17,1,2,0,2756.0,0.0,1,7
259,17,1,2,0,750.0,0.0,1,3
668,17,20566,2,2,68.0,158.0,0,0
972,17,1,2,0,816.0,0.0,1,4
301,17,2,2,0,494.0,0.0,1,6
